school,shirt,demographic,first,year,age,gender,major,conduct,travel,status,going,checked,door,dietary,probable,created
Kent State University,L,TRUE,FALSE,Junior,25,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/19/2018
Kent State University at Stark,XL,TRUE,FALSE,Junior,20,Male,Information Technology,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/19/2018
Northern Kentucky University,L,TRUE,TRUE,Junior,21,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegan'],FALSE,10/4/2018
Oakland University,L,TRUE,FALSE,Junior,23,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/27/2018
Oberlin College,M,TRUE,FALSE,Junior,20,Male,Mathematics & Physics (Material Science),TRUE,TRUE,approved,FALSE,FALSE,FALSE,[],FALSE,9/3/2018
Oberlin College,S,TRUE,FALSE,Junior,20,Male,Computer Science and Math,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/3/2018
Oberlin College,M,TRUE,FALSE,Junior,20,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/3/2018
Oberlin College,M,TRUE,TRUE,Junior,20,Male,East Asian Studies,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/8/2018
Oberlin College,L,TRUE,TRUE,Junior,21,Male,"Computer Science, Cinema Studies",TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/4/2018
Ohio State University,L,TRUE,FALSE,Junior,20,Male,Computer Science and Engineering,TRUE,TRUE,approved,FALSE,TRUE,FALSE,[''],FALSE,9/13/2018
Pennsylvania State University,M,TRUE,FALSE,Junior,20,Male,Software Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['No beef'],FALSE,10/8/2018
"Queens College, CUNY",L,TRUE,FALSE,Junior,30,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/18/2018
Rutgers University ,L,TRUE,FALSE,Junior,19,Male,Information Technology and Informatics,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/3/2018
Saint Bonaventure University,M,TRUE,FALSE,Junior,20,Male,Computer Science and Biology Double,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/7/2018
St. Cloud State University,L,TRUE,TRUE,Junior,22,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/20/2018
Temple University,M,TRUE,FALSE,Junior,22,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/3/2018
The Ohio State University,L,TRUE,TRUE,Junior,22,Male,Aerospace Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/18/2018
The University of Akron,M,TRUE,FALSE,Junior,21,Male,Cybersecurity,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/10/2018
The University of Akron,M,TRUE,FALSE,Junior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/15/2018
The University of Southern Mississippi,M,TRUE,TRUE,Junior,21,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,"[""I don't eat beef. ""]",FALSE,9/17/2018
The University of Toledo,XXL,TRUE,TRUE,Junior,20,Male,Computer Science and Engineering,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,9/23/2018
The University of Western Ontario,XXL,TRUE,FALSE,Junior,19,Male,Computer Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/23/2018
University of Akron,M,TRUE,FALSE,Junior,21,Male,Mechanical Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/19/2018
University of Akron,XXL,TRUE,FALSE,Junior,28,Male,CIS Programming,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/8/2018
"University of California, Irvine",L,TRUE,FALSE,Junior,20,Male,Nursing Science (Minor: Computer Engineering),TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/15/2018
"University of California, Irvine",M,TRUE,FALSE,Junior,20,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[],FALSE,10/3/2018
"University of California, Los Angeles",S,TRUE,FALSE,Junior,20,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/1/2018
"University of California, Santa Barbara",M,TRUE,FALSE,Junior,20,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/2/2018
University of Cincinnati,L,TRUE,FALSE,Junior,20,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/11/2018
University of Cincinnati,L,TRUE,TRUE,Junior,21,Male,information systems,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/31/2018
University of Colombo School of Computing,S,TRUE,FALSE,Junior,23,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[],FALSE,9/7/2018
University of Louisiana at Monroe,M,TRUE,TRUE,Junior,22,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['NO'],FALSE,8/29/2018
University of Michigan,M,TRUE,TRUE,Junior,20,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/25/2018
University of Southern California,XL,TRUE,FALSE,Junior,21,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegan'],FALSE,10/11/2018
University of Toledo,XL,TRUE,FALSE,Junior,20,Male,Computer Science Engineering (CSE),TRUE,TRUE,approved,TRUE,TRUE,FALSE,[],FALSE,9/26/2018
University of Waterloo,S,TRUE,FALSE,Junior,20,Male,Computer Science and Business Administration,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/4/2018
Youngstown State University,L,TRUE,FALSE,Junior,20,Male,Information Technology,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/11/2018
Youngstown State University,XL,TRUE,FALSE,Junior,21,Male,Computer information systems,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[],FALSE,9/4/2018
Youngstown state University,M,TRUE,TRUE,Junior,25,Male,Exercise Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,['gluten'],FALSE,9/20/2018
Kent State University,L,TRUE,FALSE,Junior,21,Prefer not to say,Information Technology ,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/15/2018
MONTGOMERY COLLEGE,S,TRUE,TRUE,Junior,23,Prefer not to say,COMPUTER SCIENCE,TRUE,TRUE,approved,TRUE,FALSE,FALSE,[],FALSE,10/10/2018
The University of Akron,M,TRUE,TRUE,Junior,21,Prefer not to say,Computer Science ,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/11/2018
Arizona State University,M,TRUE,FALSE,Junior,21,Robot,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,10/7/2018
CHAMP,XXXL,TRUE,TRUE,Maker,31,Male,Electronic Engineering,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/19/2018
None,M,TRUE,FALSE,Mentor,23,Male,None,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,9/3/2018
Case Western Reserve University,S,TRUE,FALSE,Alumnus,22,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/13/2018
University of Akron,L,TRUE,FALSE,Alumnus,22,Male,Applied Math,TRUE,FALSE,approved,FALSE,TRUE,FALSE,['vegetarian'],FALSE,10/16/2018
Wright State University,L,TRUE,TRUE,Alumnus,22,Male,Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/16/2018
The University of Akron,L,TRUE,FALSE,Alumnus,22,Male,Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,['vegetarian'],FALSE,10/16/2018
Akron Alternative Academy ,XXXL,TRUE,TRUE,Senior,19,Battleship,Information Technology,TRUE,FALSE,pending,FALSE,FALSE,FALSE,['kosher'],FALSE,10/19/2018
American InterContinental University,XXL,TRUE,FALSE,Senior,30,Female,Science in Information Technology,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/24/2018
Andrews Osborne Academy,M,TRUE,TRUE,Senior,17,Female,Computer Science ,TRUE,FALSE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,10/12/2018
Bowling Green State University,M,TRUE,TRUE,Senior,22,Female,Mathematics,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/7/2018
Central Methodist University/Kent State University University,M,TRUE,TRUE,Senior,24,Female,Computer Science/Accounting/Psychology/Statistics ,TRUE,FALSE,approved,FALSE,FALSE,FALSE,['Allergic to Mushrooms '],FALSE,8/31/2018
CUNY Brooklyn College,XXL,TRUE,FALSE,Senior,22,Female,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[],FALSE,8/27/2018
Dalhousie University,L,TRUE,FALSE,Senior,22,Female,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/23/2018
Kennesaw State University,L,TRUE,FALSE,Senior,21,Female,Software Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['kosher'],FALSE,10/5/2018
Kennesaw State University,M,TRUE,TRUE,Senior,22,Female,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/9/2018
Kent State University,M,TRUE,TRUE,Senior,20,Female,Computer Animation and Game design,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/16/2018
Kent State University,M,TRUE,FALSE,Senior,21,Female,Fashion Merchandising,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/3/2018
Kent State University,S,TRUE,FALSE,Senior,23,Female,Digital Science,TRUE,FALSE,approved,TRUE,FALSE,FALSE,[],FALSE,9/18/2018
Kent State University,L,TRUE,TRUE,Senior,24,Female,Visual Communication Design,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/10/2018
Kent State University,S,TRUE,FALSE,Senior,25,Female,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,9/5/2018
McMaster University,S,TRUE,FALSE,Senior,22,Female,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,9/16/2018
The University of Akron,S,TRUE,FALSE,Senior,21,Female,Computer Engineering,TRUE,TRUE,approved,FALSE,TRUE,FALSE,['vegan'],FALSE,9/7/2018
The University of Akron,M,TRUE,FALSE,Senior,21,Female,Electrical Engineering,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,9/19/2018
University of Akron,M,TRUE,FALSE,Senior,21,Female,Computer Engineering,TRUE,FALSE,pending,FALSE,FALSE,FALSE,['Almonds'],FALSE,9/20/2018
University of Akron,M,TRUE,FALSE,Senior,21,Female,Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,['Almonds'],FALSE,9/20/2018
University of Akron,S,TRUE,FALSE,Senior,26,Female,Computer Information Systems,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/15/2018
University of Florida,S,TRUE,FALSE,Senior,20,Female,Computer Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/29/2018
University of Florida,S,TRUE,FALSE,Senior,21,Female,computer science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/7/2018
American Univrsity of Armenia ,S,TRUE,FALSE,Senior,20,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,9/2/2018
Amity University,L,TRUE,TRUE,Senior,19,Male,Computer Science and Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegan'],FALSE,8/29/2018
Andrews Osborne Academy ,M,TRUE,TRUE,Senior,18,Male,Computer engineering ,TRUE,FALSE,approved,TRUE,FALSE,FALSE,[],FALSE,10/12/2018
Baruch College,M,TRUE,FALSE,Senior,22,Male,Computer Info. System,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[],FALSE,9/6/2018
Case Western Reserve University,L,TRUE,FALSE,Senior,22,Male,Computer Science,TRUE,TRUE,pending,FALSE,FALSE,FALSE,[''],FALSE,9/10/2018
Case Western Reserve University,L,TRUE,FALSE,Senior,22,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/10/2018
Delhi Technological University,L,TRUE,FALSE,Senior,19,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/2/2018
Delhi Technological University,L,TRUE,FALSE,Senior,20,Male,Computer science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,10/3/2018
Hiram College,L,TRUE,FALSE,Senior,20,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,['vegetarian'],FALSE,9/11/2018
Hiram College,L,TRUE,TRUE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,FALSE,FALSE,[],FALSE,9/21/2018
Hiram college,L,TRUE,TRUE,Senior,25,Male,computer science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/3/2018
Illinois Institute of Technology,L,TRUE,TRUE,Senior,24,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/15/2018
Jaypee University of Engineering and Technology,M,TRUE,TRUE,Senior,23,Male,Computer Science and Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/24/2018
Kent State University,L,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,['Vegetarian'],FALSE,8/22/2018
Kent State University,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/19/2018
Kent State University,L,TRUE,TRUE,Senior,19,Male,Political Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,9/28/2018
Kent State University,M,TRUE,FALSE,Senior,20,Male,Computer Science,TRUE,FALSE,pending,FALSE,FALSE,FALSE,[''],FALSE,8/22/2018
Kent State University,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,['Vegetarian'],FALSE,8/22/2018
Kent State University,L,TRUE,TRUE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/30/2018
Kent State University,L,TRUE,FALSE,Senior,21,Male,CS,TRUE,FALSE,approved,FALSE,TRUE,FALSE,['Allergies to Nuts and eggs'],FALSE,8/30/2018
Kent State University,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,['vegetarian'],FALSE,9/18/2018
Kent State University,XXL,TRUE,TRUE,Senior,21,Male,Digital Sciences,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/18/2018
Kent State University,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/20/2018
Kent State University,M,TRUE,TRUE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/5/2018
Kent State University,L,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,"[""Im allergic to soy""]",FALSE,10/14/2018
Kent State University,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/15/2018
Kent State University,M,TRUE,TRUE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,['vegetarian'],FALSE,10/18/2018
Kent State University,L,TRUE,TRUE,Senior,22,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/3/2018
Kent State University,L,TRUE,FALSE,Senior,23,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/4/2018
Kent State University,M,TRUE,TRUE,Senior,24,Male,Applied Communication,TRUE,FALSE,approved,TRUE,FALSE,FALSE,[],FALSE,10/3/2018
Kent State University,L,TRUE,FALSE,Senior,24,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/15/2018
Kent State University,M,TRUE,TRUE,Senior,24,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/18/2018
Kent State University,L,TRUE,TRUE,Senior,26,Male,Digital Sciences,TRUE,FALSE,approved,TRUE,FALSE,FALSE,[],FALSE,10/18/2018
Kent State University,L,TRUE,FALSE,Senior,27,Male,computer science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/11/2018
Kent State University,M,TRUE,TRUE,Senior,30,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/18/2018
Kent State University,M,TRUE,FALSE,Senior,20,Male,Computer Science,TRUE,,approved,TRUE,TRUE,FALSE,[],FALSE,8/22/2018
Oberlin College,M,TRUE,TRUE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/13/2018
Purdue University,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/20/2018
Purdue University,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/20/2018
Purdue University,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,FALSE,FALSE,[],FALSE,9/20/2018
R. Nelson Snider High School Fort Wayne,L,TRUE,TRUE,Senior,17,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/7/2018
Rutgers University,M,TRUE,FALSE,Senior,21,Male,Mechanical Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/4/2018
Simon Fraser University,S,TRUE,FALSE,Senior,24,Male,Bioinformatics,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/7/2018
SRM University,M,TRUE,FALSE,Senior,20,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegitarian'],FALSE,8/28/2018
SRM University,XL,TRUE,TRUE,Senior,21,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/28/2018
St. Bonaventure University,M,TRUE,FALSE,Senior,21,Male,Bioinformatics,TRUE,TRUE,approved,TRUE,TRUE,FALSE,['Peach allergy'],FALSE,9/10/2018
The Ohio State University,M,TRUE,TRUE,Senior,21,Male,Computer and Information Sciences,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/6/2018
The Pennsylvania State University,XXL,TRUE,FALSE,Senior,22,Male,Software and Electrical Engineering,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/5/2018
The University of Akron,M,TRUE,FALSE,Senior,21,Male,Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,8/30/2018
The University of Akron,XL,TRUE,FALSE,Senior,21,Male,Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/19/2018
The University of Akron,M,TRUE,FALSE,Senior,21,Male,Computer Engineering,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/6/2018
The University of Akron,L,TRUE,FALSE,Senior,21,Male,Electrical and Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/8/2018
The University of Akron,L,TRUE,TRUE,Senior,21,Male,Programming/Web Development,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/10/2018
The University of Akron,L,TRUE,FALSE,Senior,22,Male,Mathematics and Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/11/2018
The University of Akron,M,TRUE,FALSE,Senior,23,Male,Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/11/2018
Towson University,L,TRUE,FALSE,Senior,24,Male,Computer Science,TRUE,FALSE,approved,TRUE,FALSE,FALSE,[],FALSE,8/25/2018
University of Akron,XL,TRUE,FALSE,Senior,21,Male,Mechanical Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/19/2018
University of Akron,L,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/10/2018
University of Akron,XL,TRUE,FALSE,Senior,25,Male,Mechanical Engineering,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/18/2018
University of Cincinnati,L,TRUE,FALSE,Senior,22,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/6/2018
University of Cincinnati,M,TRUE,FALSE,Senior,23,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/6/2018
"University of Colorado, Boulder",L,TRUE,FALSE,Senior,22,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/18/2018
University of Illinois at Urbana-Champaign,M,TRUE,FALSE,Senior,20,Male,Electrical Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/3/2018
University Of Maryland,M,TRUE,FALSE,Senior,23,Male,Computer Science / Cyber Security,TRUE,TRUE,approved,TRUE,FALSE,FALSE,['nope!'],FALSE,9/5/2018
University of Michigan,M,TRUE,FALSE,Senior,20,Male,Cell and Molecular Biology,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,8/30/2018
University of Pittsburgh,L,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,TRUE,approved,TRUE,TRUE,FALSE,[],FALSE,8/29/2018
University of Pittsburgh,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,pending,FALSE,FALSE,FALSE,[''],FALSE,9/4/2018
University of Pittsburgh,M,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,9/4/2018
University of Pittsburgh,L,TRUE,FALSE,Senior,21,Male,Computer Science,TRUE,TRUE,approved,TRUE,TRUE,FALSE,[],FALSE,9/11/2018
University of Pittsburgh,M,TRUE,FALSE,Senior,21,Male,Electrical Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/25/2018
University of Pittsburgh,L,TRUE,FALSE,Senior,21,Male,Economics-Statistics,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/8/2018
University of Toledo,M,TRUE,TRUE,Senior,21,Male,Computer Science and Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/11/2018
University of Toronto,M,TRUE,FALSE,Senior,20,Male,Molecular Genetic & Microbiology,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,10/13/2018
Youngstown State University,M,TRUE,FALSE,Senior,21,Male,Computer science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,9/18/2018
Youngstown State University,L,TRUE,FALSE,Senior,23,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/3/2018
Youngstown State University,XL,TRUE,FALSE,Senior,35,Male,computer science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/18/2018
University of Pittsburgh,XL,TRUE,FALSE,Senior,21,Prefer not to say,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/12/2018
Kent State University,XL,TRUE,TRUE,Senior,21,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,['NONE'],FALSE,10/17/2018
Kent State University,L,TRUE,TRUE,Sophomore,18,Demigirl,Computer Science/Mathematics,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/11/2018
Brown University,S,TRUE,FALSE,Sophomore,19,Female,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/26/2018
Case Western Reserve University,S,TRUE,TRUE,Sophomore,19,Female,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/9/2018
Fairleigh Dickinson University,M,TRUE,TRUE,Sophomore,19,Female,Computer Science (Data Mining),TRUE,TRUE,pending,FALSE,FALSE,FALSE,[''],FALSE,9/29/2018
Fairleigh Dickinson University,M,TRUE,TRUE,Sophomore,19,Female,Computer Science (Data Mining),TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/29/2018
Illinois Institute of Technology,L,TRUE,FALSE,Sophomore,19,Female,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,9/25/2018
Kent State University,S,TRUE,FALSE,Sophomore,19,Female,Environmental Conservation Biology,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/20/2018
Kent State University,S,TRUE,FALSE,Sophomore,19,Female,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/28/2018
Kent State University,S,TRUE,FALSE,Sophomore,19,Female,Mechatronics,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/11/2018
Purdue University,M,TRUE,FALSE,Sophomore,18,Female,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/2/2018
Purdue University,S,TRUE,FALSE,Sophomore,19,Female,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,9/15/2018
Stanford University,M,TRUE,TRUE,Sophomore,21,Female,Symbolic Systems - Cognitive Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/26/2018
Stow-Munroe Falls High School ,L,TRUE,TRUE,Sophomore,14,Female, ,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/14/2018
The University of Guelph,M,TRUE,FALSE,Sophomore,19,Female,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/2/2018
UC Berkeley,S,TRUE,FALSE,Sophomore,18,Female,Electrical Engineering and Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,8/30/2018
University of Akron,M,TRUE,TRUE,Sophomore,19,Female,Mechanical engineering ,TRUE,FALSE,approved,TRUE,FALSE,FALSE,['vegetarian'],FALSE,10/6/2018
University of Texas at Dallas,M,TRUE,FALSE,Sophomore,18,Female,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegitarian'],FALSE,8/24/2018
Andrews Osborne Academy ,L,TRUE,TRUE,Sophomore,15,Male,Computer Science ,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/15/2018
California State University San Marcos,M,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[],FALSE,8/24/2018
Columbus College of Art and Design,M,TRUE,FALSE,Sophomore,33,Male,Industrial Design,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/11/2018
Columbus College of Art and Design,L,TRUE,FALSE,Sophomore,19,Male,Industrial Design,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/12/2018
Drexel University,L,TRUE,FALSE,Sophomore,20,Male,Computer Science ,TRUE,TRUE,approved,TRUE,FALSE,FALSE,[],FALSE,10/11/2018
