school,shirt,demographic,first,year,age,gender,major,conduct,travel,status,going,checked,door,dietary,probable,created
Fullerton College,M,TRUE,TRUE,Sophomore,18,Male,Computer Science,TRUE,TRUE,approved,TRUE,FALSE,FALSE,['vegetarian'],FALSE,10/11/2018
Georgia Institute of Technology,M,TRUE,TRUE,Sophomore,19,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/4/2018
Hiram College,M,TRUE,TRUE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/8/2018
Hiram College,M,TRUE,TRUE,Sophomore,20,Male,Computer Science ,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/3/2018
Hiram College ,M,TRUE,TRUE,Sophomore,19,Male,Theatre,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/4/2018
Kent State University,XXL,TRUE,TRUE,Sophomore,20,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,['vegetarian'],FALSE,10/4/2018
Kent State University,M,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,8/29/2018
Kent State University,M,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/5/2018
Kent State University,M,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/11/2018
Kent State University,XXL,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,TRUE,FALSE,FALSE,[],FALSE,10/10/2018
Kent State University,L,TRUE,TRUE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/15/2018
Kent State University,M,TRUE,TRUE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/15/2018
Kent State University,L,TRUE,FALSE,Sophomore,19,Male,Computer Design and Animation,TRUE,FALSE,approved,FALSE,TRUE,FALSE,['None'],FALSE,10/19/2018
Kent State University,M,TRUE,TRUE,Sophomore,20,Male,Information Technology,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/28/2018
Kent State University,M,TRUE,TRUE,Sophomore,20,Male,Digital Sciences,TRUE,FALSE,approved,FALSE,FALSE,FALSE,['gluten'],FALSE,9/5/2018
Kent State University,L,TRUE,TRUE,Sophomore,20,Male,Digital Sciences,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/5/2018
Kent State University,M,TRUE,TRUE,Sophomore,20,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/8/2018
Kent State University,M,TRUE,TRUE,Sophomore,20,Male,Digital Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,['gluten'],FALSE,10/15/2018
Kent State University,S,TRUE,TRUE,Sophomore,20,Male,Political Science ,TRUE,FALSE,approved,FALSE,TRUE,FALSE,['Nuts '],FALSE,10/19/2018
Kent State University,L,TRUE,TRUE,Sophomore,21,Male,General Business,TRUE,FALSE,pending,FALSE,FALSE,FALSE,[''],FALSE,10/20/2018
Kent State University,XXL,TRUE,TRUE,Sophomore,24,Male,"Computer Science, Physics",TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/13/2018
Kent State University,L,TRUE,TRUE,Sophomore,24,Male,Mathematics,TRUE,FALSE,pending,FALSE,TRUE,FALSE,[''],FALSE,10/20/2018
Kent State University,M,TRUE,TRUE,Sophomore,19,Male,Criminal Justice ,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/5/2018
Kent State University,L,TRUE,TRUE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,['No pork. Good sir. '],FALSE,10/9/2018
Kent State University,M,TRUE,FALSE,Sophomore,21,Male,Digital Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,['Suger Free'],FALSE,9/11/2018
Kent State University at Stark,XL,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,8/23/2018
Kent State University at Stark,L,TRUE,TRUE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,"['No tree nuts (pecans, almonds, walnuts) peanuts are okay']",FALSE,10/9/2018
Lorain County Community College,L,TRUE,FALSE,Sophomore,19,Male,Biomechanical Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/29/2018
Lorain County Community College,L,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/5/2018
Lorain County Community College,XXXL,TRUE,TRUE,Sophomore,20,Male,Computer Science,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/11/2018
Modesto Junior College,L,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,TRUE,approved,TRUE,TRUE,FALSE,[],FALSE,9/23/2018
Oberlin College,M,TRUE,FALSE,Sophomore,19,Male,Computer Science and Mathematics,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/12/2018
Oberlin College,S,TRUE,TRUE,Sophomore,20,Male,Computer Science,TRUE,TRUE,approved,TRUE,TRUE,FALSE,[],FALSE,10/12/2018
Pennsylvania State University,M,TRUE,FALSE,Sophomore,19,Male,Computer Engineering And Math,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['kosher'],FALSE,10/8/2018
Pennsylvania State University,M,TRUE,FALSE,Sophomore,20,Male,Software Engineering,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/5/2018
Pennsylvania State University,L,TRUE,FALSE,Sophomore,19,Male,M.I.S.,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/11/2018
Rutgers University,L,TRUE,TRUE,Sophomore,19,Male,Computer Science and Mathematics,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/4/2018
The University of Akron,M,TRUE,TRUE,Sophomore,19,Male,Computer Engineering,TRUE,FALSE,pending,FALSE,FALSE,FALSE,[''],FALSE,9/19/2018
The University of Akron,M,TRUE,TRUE,Sophomore,19,Male,Computer Engineering,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/19/2018
The University of Akron,L,TRUE,FALSE,Sophomore,19,Male,Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/16/2018
The University of Akron,L,TRUE,FALSE,Sophomore,20,Male,Computer Engineering,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/9/2018
The University of Akron,M,TRUE,TRUE,Sophomore,20,Male,Computer Information Systems,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/18/2018
The University of Texas at Dallas,S,TRUE,FALSE,Sophomore,18,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,9/3/2018
The University of Texas at Dallas,M,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/2/2018
The University of Toledo,XL,TRUE,TRUE,Sophomore,20,Male,Computer Science and Engineering,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[],FALSE,9/27/2018
The University of Waterloo,M,TRUE,FALSE,Sophomore,19,Male,Computer Science and Business Administration Double Degree,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[],FALSE,8/24/2018
University of Akron,M,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,10/3/2018
University of Akron,M,TRUE,TRUE,Sophomore,20,Male,Computer Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,9/22/2018
"University of California, Irvine",L,TRUE,FALSE,Sophomore,19,Male,Computer Science,TRUE,TRUE,approved,TRUE,FALSE,FALSE,['vegetarian'],FALSE,10/10/2018
University of Pittsburgh,L,TRUE,TRUE,Sophomore,19,Male,Computer Science,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/29/2018
University of Toledo,M,TRUE,TRUE,Sophomore,20,Male,Computer Science and Engineering,TRUE,FALSE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/25/2018
University of Toledo,L,TRUE,TRUE,Sophomore,29,Male,Computer Science and Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/16/2018
University of Toledo,M,TRUE,FALSE,Sophomore,19,Male,Computer Science and Engineering,TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,8/26/2018
University of Waterloo,XL,TRUE,FALSE,Sophomore,19,Male,Computer Science ,TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,8/27/2018
University of Waterloo,M,TRUE,FALSE,Sophomore,19,Male,Computer Science (+ Combinatorics and Optimization),TRUE,TRUE,approved,FALSE,FALSE,FALSE,[''],FALSE,9/8/2018
University of Waterloo,M,TRUE,TRUE,Sophomore,20,Male,Systems Design Engineering,TRUE,TRUE,approved,TRUE,TRUE,FALSE,[],FALSE,10/8/2018
Youngstown State,M,TRUE,FALSE,Sophomore,20,Male,Computer Science,TRUE,TRUE,approved,FALSE,FALSE,FALSE,['vegetarian'],FALSE,10/2/2018
Youngstown State University,M,TRUE,FALSE,Sophomore,21,Male,Information Technology,TRUE,TRUE,approved,TRUE,TRUE,FALSE,[],FALSE,9/7/2018
University of Waterloo,S,TRUE,FALSE,Sophomore,20,Prefer not to say,"Finance, Computer Science",TRUE,FALSE,pending,FALSE,FALSE,FALSE,[''],FALSE,10/3/2018
University of Waterloo,S,TRUE,FALSE,Sophomore,20,Prefer not to say,"Finance, Computer Science",TRUE,FALSE,approved,TRUE,TRUE,FALSE,[],FALSE,10/3/2018
Kent State University,L,TRUE,FALSE,Sophomore,28,Male,Computer Science,TRUE,FALSE,approved,FALSE,TRUE,FALSE,[''],FALSE,10/15/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,TRUE,FALSE,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,FALSE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/19/2018
,,TRUE,,,,,,TRUE,FALSE,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/20/2018
,,,,,,,,,,approved,TRUE,TRUE,TRUE,[],FALSE,10/21/2018
